zipcode,prophappy,propfood,prophealthyfood,propfastfood,calories,senthealthy,sentfastfood,sentfood,propexercise,sentex
01886,.2732707,.13279249,.012382579,.018360376,170.04839,.31034482,.1627907,.3858521,.020922288,.26530612
01887,.19907807,.034572169,.0043215211,.0054739267,226.45,.13333334,.21052632,.2,.010947853,.2631579
01890,.25693265,.060554612,.01188455,.0056593097,182.49529,.2857143,.30000001,.35514018,.013016412,.47826087
01901,.21842106,.082894735,.013157895,.0039473684,147.5873,.40000001,.33333334,.31746033,.010526316,.125
01902,.14227861,.024028078,.0039146869,.0016198704,238.74719,.13793103,.25,.15730338,.01012419,.14666666
01904,.18571429,.025087109,.0038327526,.0013937282,198.47183,.63636363,0,.29166666,.01184669,.2647059
01905,.1265489,.034010019,.0034273663,.0042182971,247.63281,.07692308,.1875,.20155039,.016609544,.19047619
01906,.16941693,.055418041,.0064631463,.01210121,297.06451,.19148937,.15909091,.1662531,.021177117,.27922079
01907,.18510638,.22375886,.017730497,.012411348,151.49762,.40000001,.085714288,.20760697,.018439716,.11538462
01908,.2026538,.026537998,.0036188178,0,204.04546,0,,.31818181,.021712907,.55555558
01913,.20865139,.060644615,.012722646,.0012722646,258.13287,.16666667,0,.22377622,.015691264,.24324325
01915,.23893167,.080606349,.012030799,.0045717037,215.11734,.28999999,.13157895,.3044776,.02394129,.25628141
01921,.28292683,.0601626,.0097560976,0,209.2027,.33333334,,.35135135,.024390243,.46666667
01922,.21391752,.06185567,.0077319588,.0025773195,219.41667,0,0,.125,.028350515,.090909094
01923,.2100151,.085689619,.011871357,.0090654008,201.19444,.29090908,.11904762,.22921914,.025037773,.35344827
01929,.27937338,.19060053,.02610966,0,169.34247,0,,.16438356,.018276762,.2857143
01930,.25320765,.093741819,.024875622,.00052369729,204.77515,.23157895,0,.26536313,.02932705,.3125
01938,.24865592,.081989244,.019265233,.00044802867,184.89072,.3488372,0,.23497267,.080645159,.81111109
01940,.21993794,.098913886,.015515904,.010473236,248.96274,.175,.037037037,.23137255,.037626065,.2783505
01944,.23980223,.081582204,.022249691,.0037082818,192.86516,.11111111,0,.1969697,.027194066,.36363637
01945,.26051718,.080277883,.0081049791,.0046314164,190.84541,.23809524,0,.2451923,.043612506,.32743362
01949,.18670887,.12025317,.015822785,.0010548523,226.21053,.33333334,0,.19298245,.16244726,.077922076
01950,.28706148,.12297247,.026782347,.005281026,224.41022,.32394367,.071428575,.26380369,.029045643,.23376623
01951,.27859238,.046920821,.013196481,0,242.98387,.22222222,,.25,.026392963,.27777779
01952,.22586207,.057471264,.008045977,.00057471264,151.41,.35714287,0,.30000001,.021264369,.37837839
01960,.19002663,.058460422,.0099249575,.0036310821,241.98344,.29268292,.1,.23188406,.013677076,.14159292
01966,.26112759,.10979228,.048219584,0,119.92857,.18461539,,.18243243,.028189911,.13157895
01969,.22696011,.046767537,.015130674,0,216.89706,.090909094,,.2647059,.011004127,.125
01970,.17899498,.0818578,.0087153176,.0072259917,194.36124,.3607595,.068702288,.19474393,.017927079,.21538462
01982,.24380705,.061277706,.01303781,0,234.70213,.2,,.14893617,.020860495,.1875
01983,.25326797,.029003268,.0089869285,0,194.23944,.045454547,,.12676056,.015114379,.2972973
01984,.23982558,.037790697,.0043604653,.0014534884,183.53847,.33333334,0,.15384616,.042151164,.41379312
01985,.22976501,.028720627,.0052219322,0,140.63637,0,,.18181819,.018276762,0
02019,.15725289,.041720156,.0064184852,.0019255456,216.1875,.1,0,.2,.021822849,.14705883
02021,.20648684,.048490688,.006743738,.010597303,233.34334,.2857143,.24242425,.23841059,.043031469,.23880596
02025,.29348987,.075773746,.02347919,.0085378867,299.34286,.45454547,.375,.26760563,.066168621,.43548387
02026,.20237139,.071141481,.011856914,.0068327975,250.46751,.25423729,.23529412,.28531075,.019694533,.15306123
02030,.28691983,.033755273,.016877636,.0042194091,299.625,.5,1,.625,.067510545,.125
02032,.23321554,.33392227,.015901061,.010600707,80.113754,.44444445,0,.34920636,.030035336,.29411766
02035,.18417266,.027507406,.0026237834,.0011002963,178.16615,.29032257,.15384616,.21230769,.025983918,.12052117
02038,.20107624,.055784754,.0055605383,.0084304931,203.41158,.22580644,.063829787,.25401929,.025650224,.26573426
02043,.25697842,.13525181,.040575538,.021007195,266.88913,.35460994,.08219178,.29361701,.029352518,.23529412
02045,.19786809,.037974682,.0053297803,.00066622254,163.99123,.5,.5,.22807017,.015989341,.33333334
02048,.20175834,.053201083,.0081154192,.0060865646,212.77754,.55555558,.14814815,.35169491,.026149685,.23275863
02050,.24060941,.055161543,.012083005,.0049908063,242.0238,.2173913,.10526316,.20952381,.022852641,.29885057
02052,.25874999,.18000001,.071249999,.0037499999,248.875,.24561404,.33333334,.34027779,.02125,.47058824
02053,.25662482,.048814505,.0097629009,.0027894003,189.2,.2857143,0,.22857143,.030683404,.31818181
02054,.20707071,.077020206,.011363637,.0063131312,175.72131,.55555558,.2,.26229507,.018939395,.2
02056,.20208333,.047916666,.014583333,0,92.260872,.5714286,,.39130434,.039583333,.21052632
02061,.2600897,.056502242,.0098654712,.002690583,230.33333,.18181819,0,.25396827,.029596413,.18181819
02062,.22777101,.052679658,.011266747,.0076126675,228.18208,.24324325,.12,.21387284,.040803898,.37313432
02066,.25850746,.054925375,.011343284,.0017910447,253.32417,.31578946,0,.30434781,.048955224,.2682927
02067,.21483555,.046186145,.011896431,0,168.27344,.29411766,,.27272728,.030090973,.37209302
02071,.29411766,.088235296,0,0,50.666668,,,.33333334,0,
02072,.19350348,.055916473,.007888631,.0030162414,264.20084,.2647059,.07692308,.26556018,.025058005,.26851851
02081,.20200826,.07501477,.0064973421,.0082693445,238.40158,.090909094,.14285715,.20472442,.019492026,.12121212
02090,.1855524,.063031159,.0092067989,.016288951,260.90448,.07692308,.043478262,.13483146,.021954674,.29032257
02093,.18553889,.051841747,.0095497956,.0013642565,257.42105,.2857143,0,.22368421,.015006822,.18181819
02108,.18658136,.044382963,.0065325573,.0030549311,217.59076,.33823529,.16352202,.25151515,.015428362,.28393525
02109,.19978756,.089846864,.011950076,.004602992,206.14384,.33333334,.096153848,.23054187,.017880853,.21782178
02110,.16773123,.035711322,.0057652425,.0033181251,213.33936,.23021583,.0625,.23809524,.019452509,.21428572
02111,.1942894,.10447975,.023829971,.0035780736,236.9818,.2102102,.1,.21917808,.012952627,.26519337
02113,.18450326,.1180156,.019051272,.00076716533,223.51248,.25503355,0,.25352111,.013808976,.27777779
02114,.17802861,.039507598,.00631055,.0025775486,214.179,.28169015,.086206898,.24634421,.011910052,.23880596
02115,.24224597,.063335441,.0086383438,.0047287485,227.03691,.33620688,.11023622,.2627866,.01738839,.2098501
02116,.21610406,.0703329,.011259791,.0057114884,252.87305,.26501036,.11836734,.25488895,.023335509,.26173827
02118,.19609804,.089401841,.02158222,.00071464304,282.03287,.32781458,.1,.33253399,.015007503,.26190478
02119,.13606764,.030323647,.0030129263,.0020410146,315.03204,.032258064,.19047619,.14102565,.034016911,.12857144
02120,.16270146,.045433614,.0084420564,.0018419033,269.26352,.21818182,.16666667,.19594595,.018265542,.25210086
02121,.084940597,.013038112,.0029316463,.0006943373,291.69049,.23684211,.11111111,.19526628,.010337911,.42537314
02122,.13834769,.044253133,.0054372451,.0015103458,179.61678,.19444445,0,.19795223,.014046216,.19354838
02124,.15484931,.039992273,.008404173,.00057959813,246.08212,.44827586,.16666667,.35024154,.011495363,.22689076
02125,.15369405,.029390616,.0062016896,.0017077117,243.38068,.23188406,.052631579,.21406728,.010785547,.18333334
02126,.15914759,.021083655,.0043074135,.0022670596,272.88171,.21052632,0,.20430107,.017683065,.44871795
02127,.18429025,.05705424,.0095210616,.0016589729,205.20329,.36363637,.17391305,.28697851,.021133872,.24914676
02128,.15843776,.060654745,.0061761453,.0032487237,166.27682,.33526012,.15384616,.30311948,.011316983,.23343849
02129,.18093583,.057076633,.010140519,.0018832391,215.81218,.31428573,.38461539,.32994923,.030276692,.30143541
02130,.1700135,.070328683,.014678073,.00072039623,196.37051,.31288344,.25,.29833546,.019990996,.2117117
02131,.12825441,.043159183,.008212476,.0015726017,310.40283,.38297874,0,.22267206,.0080377422,.30434781
02132,.14438903,.053615961,.0084788026,.0057356609,263.85117,.20588236,.13043478,.2,.02394015,.13541667
02134,.18787596,.069242083,.011829969,.0018714076,263.54221,.28813559,.25,.26351351,.014637081,.22374429
02135,.18126626,.06526453,.014816421,.0057820179,327.27524,.20487805,.25,.25692138,.017996531,.22088353
02136,.12503202,.02741481,.003074558,.0012810659,227.97116,.20833333,.1,.22897196,.013451192,.21904762
02138,.23296057,.085972138,.019344712,.0084363353,265.1398,.33468559,.11162791,.26928344,.019815577,.31485149
02139,.24276188,.090022787,.021608846,.0026166963,237.75385,.234375,.16129032,.27426159,.019540813,.34125271
02140,.18825369,.071237162,.011612327,.0020098258,246.39969,.25,.22222222,.27586207,.016525235,.33783785
02141,.23088802,.091891892,.015444015,.0054054055,262.38,.27500001,.14285715,.31722689,.010810811,.32142857
02142,.27025551,.076376557,.013936331,.0069681653,215.37836,.36274511,.078431375,.35420394,.017761989,.32307693
02143,.25263736,.1321978,.01956044,.001978022,268.0181,.23033708,.11111111,.30091438,.036703296,.15269461
02144,.24037026,.13884741,.034338608,.0052254405,292.02588,.27826086,.057142857,.26451612,.02105106,.23404256
02145,.19819419,.093102425,.021018354,.0026642985,233.36646,.31690142,.22222222,.29093799,.010657194,.20833333
02148,.16685161,.066377483,.010592151,.0008070211,170.99924,.33333334,.25,.46048632,.01109654,.14545454
02149,.14892168,.067196369,.0068104425,.0034052213,199.59268,.30000001,.2,.24493243,.010556187,.1827957
02150,.16737388,.035046361,.0070721358,.0028288544,234.75676,.26666668,.11111111,.2825112,.013044162,.13253012
02151,.14558785,.042288557,.0090337787,.0031421839,275.06192,.28985506,.16666667,.17337461,.010735795,.17073171
02152,.21627408,.058427654,.0085653104,.0012236158,192.77225,.35714287,0,.33507854,.026307739,.39534885
02153,.19587629,.051546391,.005154639,0,388.10001,0,,.1,.030927835,0
02155,.19853565,.069503397,.0091256369,.0070033958,195.61374,.22093023,.1969697,.30687022,.028544143,.24907063
02163,.31117266,.019390581,.0055401661,.0018467221,169.80952,.16666667,.5,.2857143,.039704524,.37209302
02169,.1757393,.058297232,.0091354307,.0044264458,239.87663,.22680412,.14893617,.22455573,.025428517,.2
02170,.2186624,.05646776,.010412495,.0028033641,237.36879,.30769232,0,.26241136,.025230275,.33333334
02171,.19113055,.067770146,.013429107,.0074953153,235.33102,.25581396,.083333336,.18894009,.020924423,.29850745
02176,.22213215,.057154439,.0097284149,.0056749089,237.83688,.29166666,0,.28368795,.025942441,.21875
02180,.30959165,.030389363,.0094966758,.00063311175,234.99477,.43333334,.25,.34895834,.012662235,.34999999
02184,.18911481,.073689036,.0090200277,.015441064,273.81082,.28813559,.11881188,.22406639,.014065128,.22826087
02186,.20282318,.035846952,.007615156,.0033432392,306.75311,.43902439,.16666667,.2849741,.041790489,.34666666
02188,.13500348,.039665971,.0066109952,.003131524,211.96141,.21052632,.11111111,.21052632,.0097425189,.25
02189,.18483232,.030487806,.0064786584,.0019054879,285.82501,.29411766,0,.1875,.013338415,.14285715
02190,.14285715,.036532171,.0040894221,.0059978189,211.30971,.40000001,.13636364,.17910448,.0076335878,.21428572
02191,.20157325,.04719764,.0019665684,.0029498525,197.83542,0,.33333334,.27083334,.02359882,.16666667
02199,.21902749,.090627201,.008597604,.0090204366,309.65732,.26229507,.03125,.2348367,.018040873,.3125
02210,.24720711,.11300487,.012460613,.0021483817,155.17467,.23754789,.06666667,.21588509,.013845125,.31724137
02215,.22634785,.060864948,.0075828424,.0036650405,199.3049,.28999999,.08275862,.26287377,.015292066,.27272728
02301,.18698752,.031372551,.0040998217,.007664884,243.88353,.2173913,.1627907,.21022727,.017468806,.33673468
02302,.14716636,.03976234,.005941499,.0031992688,278.45978,.07692308,0,.20689656,.01142596,.2
02322,.18527919,.040609136,.0038071065,.002538071,271.3125,.33333334,.5,.34375,.02538071,.30000001
02324,.14694534,.033547696,.0049303323,.0017148982,250.66399,.15217391,0,.15974441,.012325831,.16521738
02325,.1509434,.02058319,.0068610637,0,298.08334,0,,.16666667,.025728988,.13333334
02330,.14688128,.033702213,.0050301813,.0015090543,246.36363,.1,0,.089552239,.012575453,.16
02332,.32525951,.11814138,.039545231,.00098863069,301.91422,.38749999,0,.38075313,.04893722,.36363637
02333,.17834702,.04108265,.006766554,.00096665055,232.81764,.071428575,0,.21176471,.016916385,.22857143
02338,.16109785,.028639618,.0083532222,.0023866349,317.83334,.2857143,.5,.29166666,.0095465397,.25
02339,.18132943,.050830889,.008797654,.012707722,243.97116,.27777779,.07692308,.13461539,.016129032,.21212122
02341,.17038217,.042197451,.0031847134,.0023885351,206.14151,0,0,.3018868,.029458599,.054054055
02343,.14963055,.03325123,.0086206896,.0036945813,254.18518,.21428572,0,.24074075,.012931035,.42857143
02346,.1612397,.060023539,.012553942,.0019615535,278.62091,.40625,0,.22222222,.021184778,.16666667
02347,.16572352,.043654002,.0097008897,.0016168149,191.93518,.33333334,0,.22222222,.019401779,.20833333
02351,.13500534,.024279615,.0032017075,.0024012807,254.10989,.41666666,.33333334,.27472529,.018409818,.31884059
02356,.25270063,.057870369,.021604938,.0023148148,271.05704,.39285713,.33333334,.34,.040123455,.42307693
02359,.20220162,.048088066,.009849363,.0081112394,224.46988,.17647059,.071428575,.20481928,.015063731,.42307693
02360,.21524782,.066203013,.014349855,.0024650057,204.90788,.34355828,.10714286,.30319148,.025706489,.21575342
02364,.18132268,.048691861,.0065406975,.0010901163,276.97388,.27777779,0,.21641791,.014534884,.30000001
02367,.21962617,.19158879,.10280374,0,300.64633,.31818181,,.31707317,.023364486,.40000001
02368,.19759528,.061479129,.0072595282,.0027223229,281.31741,.3125,.33333334,.19926199,.017695099,.2820513
02370,.15864979,.037130803,.005485232,.0012658228,227.41478,.30769232,.33333334,.34090909,.051054854,.074380167
02375,.21570925,.064478315,.021101993,.0046893316,195.34727,.3888889,.25,.25454545,.053927314,.17391305
02379,.19630484,.034642033,.0046189376,.0034642033,228.39999,.75,0,.36666667,.015011547,.15384616
02382,.15598492,.041470312,.0061262958,.0014137606,262.84772,0,.33333334,.34090909,.014137606,.13333334
02420,.21222411,.066213921,.017826825,.0042444821,215.65384,.38095239,0,.33333334,.019524617,.26086956
02421,.25960541,.066978194,.016614746,.005192108,224.6938,.4375,.2,.38759691,.024922118,.39583334
02445,.26565114,.093070775,.021177782,.0046442505,224.78543,.25438598,0,.25349301,.020992013,.27433628
02446,.22371268,.098947063,.017308524,.0062022214,264.53946,.35833332,.11627907,.31632653,.020770229,.27777779
02451,.18609911,.043183219,.010487353,.0057577626,204.36667,.29411766,.10714286,.34761906,.019946534,.28865978
02452,.18523052,.027743777,.0069359443,.0044879643,234.75,.23529412,.090909094,.2647059,.014279886,.17142858
02453,.21313423,.087561511,.012387578,.0023757,256.5563,.32876712,.071428575,.29651162,.02256915,.2631579
02458,.22173531,.073619634,.010517091,.0087642418,210.35715,.16666667,.2,.21428572,.054776512,.39199999
02459,.21769251,.071143083,.014654943,.0063948841,286.87827,.34545454,.16666667,.31460676,.021316281,.22499999
02460,.19953597,.092807427,.010054138,.0077339523,185.77083,.38461539,.1,.28333333,.024748646,.1875
02461,.28684211,.12631579,.028947368,.019736841,396.625,.27272728,.06666667,.34375,.021052632,.125
02462,.20127119,.044491526,.010593221,.014830508,211.09525,.80000001,.14285715,.42857143,.050847456,.29166666
02464,.22958058,.079470202,.019867551,.004415011,206.22223,.22222222,0,.25,.015452539,.42857143
02465,.20750293,.05978898,.011723329,0,268.60999,.5,,.3137255,.028135991,.083333336
02466,.16541097,.036643837,.0051369863,.0044520549,212.76169,.13333334,.30769232,.23364486,.017465753,.25490198
02467,.20110929,.055258833,.0082169268,.0092440424,264.08023,.42500001,.088888891,.30483273,.028553821,.30935252
02468,.23214285,.095238097,.032738097,.023809524,253.71875,.090909094,0,.1875,.0059523811,0
02472,.18381557,.076125637,.024911031,.0041776267,257.5499,.30434781,.14814815,.32317072,.02197122,.27464789
02474,.24139535,.074883722,.014883721,.0074418606,273.91876,.4375,.1875,.32919255,.019534884,.26190478
02476,.22388782,.041586075,.0096711796,0,237.39536,.15000001,,.24418604,.014023211,.37931034
02478,.2580483,.1081489,.017102616,.0045271628,242.8907,.58823532,.33333334,.35348839,.023138832,.28260869
02481,.21019109,.073003426,.021068104,.00048995588,238.1745,.41860464,0,.36241612,.020088192,.24390244
02482,.25870648,.10136816,.018034825,.012437811,237.65031,.20689656,.1,.34969324,.03606965,.20689656
02492,.23664689,.11424332,.034124628,.00074183976,328.27597,.36956522,1,.29870129,.018545995,.23999999
02493,.16841005,.036087867,.0031380753,.0015690377,191.17392,.33333334,.33333334,.2173913,.026150627,.34
02494,.20797499,.053948399,.010164191,.0031274434,206.63768,.38461539,0,.28985506,.029710712,.21052632
02532,.16620669,.05366452,.012266176,.003066544,236.44858,.42500001,.2,.24571429,.019319227,.22222222
02535,.29979253,.068464734,.012448133,0,172.88637,.33333334,,.33333334,.053941909,.42307693
02536,.20460758,.044513863,.0097618122,.0015618899,186.64473,.2,0,.18421052,.023818821,.29508197
02537,.20191158,.027479092,.0035842294,.0011947431,243.78261,.33333334,0,.2173913,.026284348,.090909094
02538,.13890524,.04178929,.002354326,.0029429076,241.07747,.75,0,.15492958,.010005886,.17647059
02539,.28434014,.10196229,.016544824,.0023085803,192.30377,.23255815,0,.36226416,.030396307,.31645569
02540,.27386609,.1075594,.016414687,.0034557236,189.83467,.42105263,.375,.3253012,.02937365,.2647059
02542,.2173913,.043478262,0,0,237,,,0,.086956523,.5
02543,.17654987,.092991911,.017520215,.0013477089,217.19565,.23076923,1,.24637681,.024258761,.3888889
02554,.28323227,.10014752,.023930503,.00049172266,220.743,.31506848,.66666669,.36006546,.031798065,.36082473
02556,.27450982,.055147059,.0061274511,0,178.77777,.40000001,,.31111112,.014705882,.41666666
02559,.2313278,.051867221,.010373444,.0010373445,219.03,.30000001,1,.28,.014522822,.35714287
02562,.22067039,.043296088,.011173184,.001396648,234.80646,0,0,.16129032,.011173184,.625
02563,.26367781,.10866261,.037234042,.0015197569,176.4507,.36734694,1,.37062937,.020516718,.18518518
02568,.27743843,.085320197,.01635468,.00039408868,274.79745,.3493976,0,.33256352,.031724136,.35403726
02571,.1306736,.03498121,.0040474124,.0043365136,250.80165,.2857143,0,.12396694,.0080948249,.32142857
02575,0,,,,,,,,0,
02576,.10050251,.048576213,.0067001674,0,122.24138,.25,,.10344828,.0050251256,.33333334
02601,.23668292,.12936585,.024390243,.0089756101,228.13951,.31200001,.23913044,.28506789,.019512195,.25999999
02630,.29969418,.12232416,.036697246,0,160.27499,.41666666,,.47499999,.018348623,.66666669
02631,.25731498,.077452667,.02151463,0,171.33333,.28,,.25555557,.080895007,.23404256
02632,.24397905,.098429322,.017801046,.0010471204,256.38831,.23529412,0,.25531915,.034554973,.15151516
02633,.22758259,.10435238,.013109596,0,192.99498,.31999999,,.16582915,.028316729,.27777779
02635,.245,.064999998,.0049999999,0,123.07692,0,,.30769232,.035,0
02638,.29563269,.066069432,.019036954,0,224.33899,.29411766,,.35593221,.024636058,.27272728
